2025-05-04 19:21:55 {'id': '30j0oL1JjggxZmzMffNUSN', 'completed': 0, 'message': 'In queue'}
2025-05-04 19:22:27 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 86, 'message': 'Converting'}
2025-05-04 19:22:27 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 77, 'message': 'Converting'}
2025-05-04 19:22:27 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 0, 'total': 100, 'message': 'Processing'}
2025-05-04 19:22:27 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 0, 'message': 'Searching lyrics'}
2025-05-04 19:22:27 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 84, 'message': 'Converting'}
2025-05-04 19:22:27 {'id': '0d6ejWRow4vk6DnLqi6mHu', 'completed': 93, 'message': 'Converting'}
2025-05-04 19:22:27 {'id': '2ppwkqJRDKstWjydeTNvvU', 'completed': 89, 'message': 'Converting'}
2025-05-04 19:22:27 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 78, 'message': 'Converting'}
2025-05-04 19:22:27 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 86, 'message': 'Converting'}
2025-05-04 19:22:27 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 85, 'message': 'Converting'}
2025-05-04 19:22:28 {'id': '0d6ejWRow4vk6DnLqi6mHu', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:28 {'id': '0d6ejWRow4vk6DnLqi6mHu', 'completed': 95, 'message': 'Converting'}
2025-05-04 19:22:28 {'id': '0d6ejWRow4vk6DnLqi6mHu', 'completed': 95, 'message': 'Embedding metadata'}
2025-05-04 19:22:28 {'id': '0d6ejWRow4vk6DnLqi6mHu', 'completed': 100, 'message': 'Done'}
2025-05-04 19:22:28 {'id': '2ppwkqJRDKstWjydeTNvvU', 'completed': 90, 'message': 'Converting'}
2025-05-04 19:22:28 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 0, 'total': 100, 'message': 'Processing'}
2025-05-04 19:22:28 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 0, 'message': 'Searching lyrics'}
2025-05-04 19:22:28 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 88, 'message': 'Converting'}
2025-05-04 19:22:28 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 80, 'message': 'Converting'}
2025-05-04 19:22:28 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 86, 'message': 'Converting'}
2025-05-04 19:22:28 {'id': '2ppwkqJRDKstWjydeTNvvU', 'completed': 92, 'message': 'Converting'}
2025-05-04 19:22:28 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 0, 'message': 'Getting download URL'}
2025-05-04 19:22:28 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 0, 'message': 'Searching in YouTubeMusic'}
2025-05-04 19:22:28 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 89, 'message': 'Converting'}
2025-05-04 19:22:28 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 81, 'message': 'Converting'}
2025-05-04 19:22:28 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 0, 'message': 'Getting download URL'}
2025-05-04 19:22:28 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 0, 'message': 'Searching in YouTubeMusic'}
2025-05-04 19:22:29 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 87, 'message': 'Converting'}
2025-05-04 19:22:29 {'id': '2ppwkqJRDKstWjydeTNvvU', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:29 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 82, 'message': 'Converting'}
2025-05-04 19:22:29 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 90, 'message': 'Converting'}
2025-05-04 19:22:29 {'id': '2ppwkqJRDKstWjydeTNvvU', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:29 {'id': '2ppwkqJRDKstWjydeTNvvU', 'completed': 95, 'message': 'Converting'}
2025-05-04 19:22:29 {'id': '2ppwkqJRDKstWjydeTNvvU', 'completed': 95, 'message': 'Embedding metadata'}
2025-05-04 19:22:29 {'id': '2ppwkqJRDKstWjydeTNvvU', 'completed': 100, 'message': 'Done'}
2025-05-04 19:22:29 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 88, 'message': 'Converting'}
2025-05-04 19:22:29 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 91, 'message': 'Converting'}
2025-05-04 19:22:29 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 83, 'message': 'Converting'}
2025-05-04 19:22:29 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 0, 'total': 100, 'message': 'Processing'}
2025-05-04 19:22:29 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 0, 'message': 'Getting download URL'}
2025-05-04 19:22:29 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 0, 'message': 'Searching in YouTubeMusic'}
2025-05-04 19:22:29 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 0, 'message': 'Searching lyrics'}
2025-05-04 19:22:30 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 89, 'message': 'Converting'}
2025-05-04 19:22:30 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 84, 'message': 'Converting'}
2025-05-04 19:22:30 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 92, 'message': 'Converting'}
2025-05-04 19:22:30 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 90, 'message': 'Converting'}
2025-05-04 19:22:30 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 85, 'message': 'Converting'}
2025-05-04 19:22:30 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:30 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:30 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 95, 'message': 'Converting'}
2025-05-04 19:22:30 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 95, 'message': 'Embedding metadata'}
2025-05-04 19:22:30 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 0, 'message': 'Getting download URL'}
2025-05-04 19:22:30 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 0, 'message': 'Searching in YouTubeMusic'}
2025-05-04 19:22:30 {'id': '5SdGlLcazlJknmvAirfoi6', 'completed': 100, 'message': 'Done'}
2025-05-04 19:22:31 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 93, 'message': 'Converting'}
2025-05-04 19:22:31 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 0, 'total': 100, 'message': 'Processing'}
2025-05-04 19:22:31 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 0, 'message': 'Searching lyrics'}
2025-05-04 19:22:31 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 87, 'message': 'Converting'}
2025-05-04 19:22:31 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:31 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 95, 'message': 'Converting'}
2025-05-04 19:22:31 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 95, 'message': 'Embedding metadata'}
2025-05-04 19:22:31 {'id': '3jdYrqSwsLpj90d5vuqoGT', 'completed': 100, 'message': 'Done'}
2025-05-04 19:22:31 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 89, 'message': 'Converting'}
2025-05-04 19:22:32 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 0, 'message': 'Getting download URL'}
2025-05-04 19:22:32 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 0, 'message': 'Searching in YouTubeMusic'}
2025-05-04 19:22:32 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 90, 'message': 'Converting'}
2025-05-04 19:22:32 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 91, 'message': 'Converting'}
2025-05-04 19:22:33 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:33 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:33 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 95, 'message': 'Converting'}
2025-05-04 19:22:33 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 95, 'message': 'Embedding metadata'}
2025-05-04 19:22:33 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 0, 'message': 'Getting download URL'}
2025-05-04 19:22:33 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 0, 'message': 'Searching in YouTubeMusic'}
2025-05-04 19:22:33 {'id': '3iSrxKrzDTkhfpIHCpNooU', 'completed': 100, 'message': 'Done'}
2025-05-04 19:22:34 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 0.03956628550629776, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 0.1186988565188933, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 0.2769639985440843, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 0.02175925256967423, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 0.0652777577090227, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 0.15231476798771962, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 0.5934942825944665, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 1.2265548506952306, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 2.492675986896759, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 0.3263887885451135, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 0.6745368296599011, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 5.024918259299816, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 1.3708329118894766, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 10.08940280410593, 'message': 'Downloading'}
2025-05-04 19:22:34 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 2.763425076348627, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 20.218371893718157, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 40.47631007294261, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 50.0, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 5.548609405266929, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:35 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:35 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 11.118978063103532, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:35 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 22.25971537877674, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 0.015122931414847704, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 0.04536879424454312, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 0.10586051990393394, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 0.22684397122271557, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 0.4688108738602789, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 44.54119001012315, 'message': 'Downloading'}
2025-05-04 19:22:35 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 50.0, 'message': 'Downloading'}
2025-05-04 19:22:36 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 53, 'message': 'Converting'}
2025-05-04 19:22:36 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:36 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 0.9527446791354055, 'message': 'Downloading'}
2025-05-04 19:22:36 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:36 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:36 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 58, 'message': 'Converting'}
2025-05-04 19:22:36 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 1.9206122896856588, 'message': 'Downloading'}
2025-05-04 19:22:36 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 0.017260426460638308, 'message': 'Downloading'}
2025-05-04 19:22:36 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 0.051781279381914916, 'message': 'Downloading'}
2025-05-04 19:22:36 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 52, 'message': 'Converting'}
2025-05-04 19:22:36 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 0.12082298522446815, 'message': 'Downloading'}
2025-05-04 19:22:36 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 0.25890639690957457, 'message': 'Downloading'}
2025-05-04 19:22:36 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 0.5350732202797874, 'message': 'Downloading'}
2025-05-04 19:22:37 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 63, 'message': 'Converting'}
2025-05-04 19:22:37 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 1.0874068670202133, 'message': 'Downloading'}
2025-05-04 19:22:37 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 2.1920741605010647, 'message': 'Downloading'}
2025-05-04 19:22:37 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 54, 'message': 'Converting'}
2025-05-04 19:22:37 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 4.401408747462768, 'message': 'Downloading'}
2025-05-04 19:22:37 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 68, 'message': 'Converting'}
2025-05-04 19:22:37 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 8.820077921386174, 'message': 'Downloading'}
2025-05-04 19:22:37 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 3.856347510786165, 'message': 'Downloading'}
2025-05-04 19:22:37 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 57, 'message': 'Converting'}
2025-05-04 19:22:38 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 74, 'message': 'Converting'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 0.01884703277027823, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 0.05654109831083469, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 0.13192922939194762, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 0.2827054915541734, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 0.5842580158786251, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 1.1873630645275284, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 17.657416269232986, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 2.393573161825335, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 4.805993356420949, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 9.630833745612174, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 19.28051452399463, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 38.57987608075953, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 60, 'message': 'Converting'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 50.0, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 79, 'message': 'Converting'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:38 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 5.650940294843996, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 63, 'message': 'Converting'}
2025-05-04 19:22:38 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 33.18579938867076, 'message': 'Downloading'}
2025-05-04 19:22:38 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:39 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 84, 'message': 'Converting'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 0.009388867260671447, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 0.028166601782014338, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 0.06572207082470014, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 0.1408330089100717, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 50.0, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 0.29105488508081484, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 0.5914986374223011, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 1.1923861421052737, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 65, 'message': 'Converting'}
2025-05-04 19:22:39 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 51, 'message': 'Converting'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 2.394161151471219, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 4.79771117020311, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 9.60481120766689, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:39 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:39 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 88, 'message': 'Converting'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 19.219011282594455, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 7.303903281764727, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 38.44741143244958, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:39 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 50.0, 'message': 'Downloading'}
2025-05-04 19:22:39 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 68, 'message': 'Converting'}
2025-05-04 19:22:39 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 53, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 95, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 95, 'message': 'Embedding metadata'}
2025-05-04 19:22:40 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '0WRKPRS0Dz4YutOzBJzJNu', 'completed': 100, 'message': 'Done'}
2025-05-04 19:22:40 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 51, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 70, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 54, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 53, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 72, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 57, 'message': 'Converting'}
2025-05-04 19:22:40 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 9.242459284017809, 'message': 'Downloading'}
2025-05-04 19:22:41 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 56, 'message': 'Converting'}
2025-05-04 19:22:41 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 51, 'message': 'Converting'}
2025-05-04 19:22:41 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 75, 'message': 'Converting'}
2025-05-04 19:22:41 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 59, 'message': 'Converting'}
2025-05-04 19:22:41 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 58, 'message': 'Converting'}
2025-05-04 19:22:41 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 52, 'message': 'Converting'}
2025-05-04 19:22:41 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 77, 'message': 'Converting'}
2025-05-04 19:22:41 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 10.797773030201261, 'message': 'Downloading'}
2025-05-04 19:22:41 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 61, 'message': 'Converting'}
2025-05-04 19:22:42 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 59, 'message': 'Converting'}
2025-05-04 19:22:42 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 53, 'message': 'Converting'}
2025-05-04 19:22:42 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 79, 'message': 'Converting'}
2025-05-04 19:22:42 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 63, 'message': 'Converting'}
2025-05-04 19:22:42 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 60, 'message': 'Converting'}
2025-05-04 19:22:42 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 54, 'message': 'Converting'}
2025-05-04 19:22:42 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 82, 'message': 'Converting'}
2025-05-04 19:22:42 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 12.43134499275901, 'message': 'Downloading'}
2025-05-04 19:22:42 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 65, 'message': 'Converting'}
2025-05-04 19:22:43 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 62, 'message': 'Converting'}
2025-05-04 19:22:43 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 55, 'message': 'Converting'}
2025-05-04 19:22:43 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 86, 'message': 'Converting'}
2025-05-04 19:22:43 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 67, 'message': 'Converting'}
2025-05-04 19:22:43 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 64, 'message': 'Converting'}
2025-05-04 19:22:43 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 13.973839691610346, 'message': 'Downloading'}
2025-05-04 19:22:43 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 57, 'message': 'Converting'}
2025-05-04 19:22:43 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 89, 'message': 'Converting'}
2025-05-04 19:22:43 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 69, 'message': 'Converting'}
2025-05-04 19:22:44 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 66, 'message': 'Converting'}
2025-05-04 19:22:44 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 58, 'message': 'Converting'}
2025-05-04 19:22:44 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 91, 'message': 'Converting'}
2025-05-04 19:22:44 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 71, 'message': 'Converting'}
2025-05-04 19:22:44 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 68, 'message': 'Converting'}
